000335 | fetch | pc=0030 acc=2           z=0 n=0 irq=0 | 0029: ld 3
000336 | addr  | pc=0030 acc=2           z=0 n=0 irq=0 | data address <- 3
000337 | mem   | pc=0030 acc=32          z=0 n=0 irq=0 | acc <- mem[3]
000338 | fetch | pc=0031 acc=32          z=0 n=0 irq=0 | 0030: st 65281
000339 | addr  | pc=0031 acc=32          z=0 n=0 irq=0 | data address <- 65281
000340 | mem   | pc=0031 acc=32          z=0 n=0 irq=0 | mem[65281] <- acc
000341 | fetch | pc=0032 acc=32          z=0 n=0 irq=0 | 0031: jmp 18
000342 | exec  | pc=0018 acc=32          z=0 n=0 irq=0 | pc <- 18
000343 | fetch | pc=0019 acc=32          z=0 n=0 irq=0 | 0018: ld 26
000344 | addr  | pc=0019 acc=32          z=0 n=0 irq=0 | data address <- 26
000345 | mem   | pc=0019 acc=2           z=0 n=0 irq=0 | acc <- mem[26]
000346 | fetch | pc=0020 acc=2           z=0 n=0 irq=0 | 0019: jz 35
000347 | exec  | pc=0020 acc=2           z=0 n=0 irq=0 | jz skip
000348 | fetch | pc=0021 acc=2           z=0 n=0 irq=0 | 0020: ldx 25
000349 | addr  | pc=0021 acc=2           z=0 n=0 irq=0 | ptr address <- 25
000350 | mem   | pc=0021 acc=2           z=0 n=0 irq=0 | address <- mem[25]
000351 | mem   | pc=0021 acc=10          z=0 n=0 irq=0 | acc <- mem[19]
000352 | fetch | pc=0022 acc=10          z=0 n=0 irq=0 | 0021: call 36
000353 | exec  | pc=0036 acc=10          z=0 n=0 irq=0 | call 36
000354 | fetch | pc=0037 acc=10          z=0 n=0 irq=0 | 0036: st 27
000355 | addr  | pc=0037 acc=10          z=0 n=0 irq=0 | data address <- 27
000356 | mem   | pc=0037 acc=10          z=0 n=0 irq=0 | mem[27] <- acc
000357 | fetch | pc=0038 acc=10          z=0 n=0 irq=0 | 0037: ldi 0
000358 | exec  | pc=0038 acc=0           z=1 n=0 irq=0 | acc <- 0
000359 | fetch | pc=0039 acc=0           z=1 n=0 irq=0 | 0038: st 28
000360 | addr  | pc=0039 acc=0           z=1 n=0 irq=0 | data address <- 28
000361 | mem   | pc=0039 acc=0           z=1 n=0 irq=0 | mem[28] <- acc
000362 | fetch | pc=0040 acc=0           z=1 n=0 irq=0 | 0039: lea 30
000363 | exec  | pc=0040 acc=30          z=0 n=0 irq=0 | acc <- address 30
000364 | fetch | pc=0041 acc=30          z=0 n=0 irq=0 | 0040: st 29
000365 | addr  | pc=0041 acc=30          z=0 n=0 irq=0 | data address <- 29
000366 | mem   | pc=0041 acc=30          z=0 n=0 irq=0 | mem[29] <- acc
000367 | fetch | pc=0042 acc=30          z=0 n=0 irq=0 | 0041: ld 27
000368 | addr  | pc=0042 acc=30          z=0 n=0 irq=0 | data address <- 27
000369 | mem   | pc=0042 acc=10          z=0 n=0 irq=0 | acc <- mem[27]
000370 | fetch | pc=0043 acc=10          z=0 n=0 irq=0 | 0042: jnz 46
000371 | exec  | pc=0046 acc=10          z=0 n=0 irq=0 | jnz taken
000372 | fetch | pc=0047 acc=10          z=0 n=0 irq=0 | 0046: ld 27
000373 | addr  | pc=0047 acc=10          z=0 n=0 irq=0 | data address <- 27
000374 | mem   | pc=0047 acc=10          z=0 n=0 irq=0 | acc <- mem[27]
000375 | fetch | pc=0048 acc=10          z=0 n=0 irq=0 | 0047: jz 61
000376 | exec  | pc=0048 acc=10          z=0 n=0 irq=0 | jz skip
000377 | fetch | pc=0049 acc=10          z=0 n=0 irq=0 | 0048: mod 1
000378 | mem   | pc=0049 acc=10          z=0 n=0 irq=0 | operand <- mem[1]
000379 | exec  | pc=0049 acc=10          z=0 n=0 irq=0 | mod operands ready
000380 | alu   | pc=0049 acc=0           z=1 n=0 irq=0 | acc %= mem[1]
000381 | fetch | pc=0050 acc=0           z=1 n=0 irq=0 | 0049: add 4
000382 | mem   | pc=0050 acc=0           z=1 n=0 irq=0 | operand <- mem[4]
000383 | exec  | pc=0050 acc=48          z=0 n=0 irq=0 | acc += mem[4]
000384 | fetch | pc=0051 acc=48          z=0 n=0 irq=0 | 0050: stx 29
000385 | addr  | pc=0051 acc=48          z=0 n=0 irq=0 | ptr address <- 29
000386 | mem   | pc=0051 acc=48          z=0 n=0 irq=0 | address <- mem[29]
000387 | mem   | pc=0051 acc=48          z=0 n=0 irq=0 | mem[30] <- acc
000388 | fetch | pc=0052 acc=48          z=0 n=0 irq=0 | 0051: ld 29
000389 | addr  | pc=0052 acc=48          z=0 n=0 irq=0 | data address <- 29
000390 | mem   | pc=0052 acc=30          z=0 n=0 irq=0 | acc <- mem[29]
000391 | fetch | pc=0053 acc=30          z=0 n=0 irq=0 | 0052: add 0
000392 | mem   | pc=0053 acc=30          z=0 n=0 irq=0 | operand <- mem[0]
000393 | exec  | pc=0053 acc=31          z=0 n=0 irq=0 | acc += mem[0]
000394 | fetch | pc=0054 acc=31          z=0 n=0 irq=0 | 0053: st 29
000395 | addr  | pc=0054 acc=31          z=0 n=0 irq=0 | data address <- 29
000396 | mem   | pc=0054 acc=31          z=0 n=0 irq=0 | mem[29] <- acc
000397 | fetch | pc=0055 acc=31          z=0 n=0 irq=0 | 0054: ld 28
000398 | addr  | pc=0055 acc=31          z=0 n=0 irq=0 | data address <- 28
000399 | mem   | pc=0055 acc=0           z=1 n=0 irq=0 | acc <- mem[28]
000400 | fetch | pc=0056 acc=0           z=1 n=0 irq=0 | 0055: add 0
000401 | mem   | pc=0056 acc=0           z=1 n=0 irq=0 | operand <- mem[0]
000402 | exec  | pc=0056 acc=1           z=0 n=0 irq=0 | acc += mem[0]
000403 | fetch | pc=0057 acc=1           z=0 n=0 irq=0 | 0056: st 28
000404 | addr  | pc=0057 acc=1           z=0 n=0 irq=0 | data address <- 28
000405 | mem   | pc=0057 acc=1           z=0 n=0 irq=0 | mem[28] <- acc
000406 | fetch | pc=0058 acc=1           z=0 n=0 irq=0 | 0057: ld 27
000407 | addr  | pc=0058 acc=1           z=0 n=0 irq=0 | data address <- 27
000408 | mem   | pc=0058 acc=10          z=0 n=0 irq=0 | acc <- mem[27]
000409 | fetch | pc=0059 acc=10          z=0 n=0 irq=0 | 0058: div 1
000410 | mem   | pc=0059 acc=10          z=0 n=0 irq=0 | operand <- mem[1]
000411 | exec  | pc=0059 acc=10          z=0 n=0 irq=0 | div operands ready
000412 | alu   | pc=0059 acc=1           z=0 n=0 irq=0 | acc /= mem[1]
000413 | fetch | pc=0060 acc=1           z=0 n=0 irq=0 | 0059: st 27
000414 | addr  | pc=0060 acc=1           z=0 n=0 irq=0 | data address <- 27
000415 | mem   | pc=0060 acc=1           z=0 n=0 irq=0 | mem[27] <- acc
000416 | fetch | pc=0061 acc=1           z=0 n=0 irq=0 | 0060: jmp 46
000417 | exec  | pc=0046 acc=1           z=0 n=0 irq=0 | pc <- 46
000418 | fetch | pc=0047 acc=1           z=0 n=0 irq=0 | 0046: ld 27
000419 | addr  | pc=0047 acc=1           z=0 n=0 irq=0 | data address <- 27
000420 | mem   | pc=0047 acc=1           z=0 n=0 irq=0 | acc <- mem[27]
000421 | fetch | pc=0048 acc=1           z=0 n=0 irq=0 | 0047: jz 61
000422 | exec  | pc=0048 acc=1           z=0 n=0 irq=0 | jz skip
000423 | fetch | pc=0049 acc=1           z=0 n=0 irq=0 | 0048: mod 1
000424 | mem   | pc=0049 acc=1           z=0 n=0 irq=0 | operand <- mem[1]
000425 | exec  | pc=0049 acc=1           z=0 n=0 irq=0 | mod operands ready
000426 | alu   | pc=0049 acc=1           z=0 n=0 irq=0 | acc %= mem[1]
000427 | fetch | pc=0050 acc=1           z=0 n=0 irq=0 | 0049: add 4
000428 | mem   | pc=0050 acc=1           z=0 n=0 irq=0 | operand <- mem[4]
000429 | exec  | pc=0050 acc=49          z=0 n=0 irq=0 | acc += mem[4]
000430 | fetch | pc=0051 acc=49          z=0 n=0 irq=0 | 0050: stx 29
000431 | addr  | pc=0051 acc=49          z=0 n=0 irq=0 | ptr address <- 29
000432 | mem   | pc=0051 acc=49          z=0 n=0 irq=0 | address <- mem[29]
000433 | mem   | pc=0051 acc=49          z=0 n=0 irq=0 | mem[31] <- acc
000434 | fetch | pc=0052 acc=49          z=0 n=0 irq=0 | 0051: ld 29
000435 | addr  | pc=0052 acc=49          z=0 n=0 irq=0 | data address <- 29
000436 | mem   | pc=0052 acc=31          z=0 n=0 irq=0 | acc <- mem[29]
000437 | fetch | pc=0053 acc=31          z=0 n=0 irq=0 | 0052: add 0
000438 | mem   | pc=0053 acc=31          z=0 n=0 irq=0 | operand <- mem[0]
000439 | exec  | pc=0053 acc=32          z=0 n=0 irq=0 | acc += mem[0]
000440 | fetch | pc=0054 acc=32          z=0 n=0 irq=0 | 0053: st 29
000441 | addr  | pc=0054 acc=32          z=0 n=0 irq=0 | data address <- 29
000442 | mem   | pc=0054 acc=32          z=0 n=0 irq=0 | mem[29] <- acc
000443 | fetch | pc=0055 acc=32          z=0 n=0 irq=0 | 0054: ld 28
000444 | addr  | pc=0055 acc=32          z=0 n=0 irq=0 | data address <- 28
000445 | mem   | pc=0055 acc=1           z=0 n=0 irq=0 | acc <- mem[28]
000446 | fetch | pc=0056 acc=1           z=0 n=0 irq=0 | 0055: add 0
000447 | mem   | pc=0056 acc=1           z=0 n=0 irq=0 | operand <- mem[0]
000448 | exec  | pc=0056 acc=2           z=0 n=0 irq=0 | acc += mem[0]
000449 | fetch | pc=0057 acc=2           z=0 n=0 irq=0 | 0056: st 28
000450 | addr  | pc=0057 acc=2           z=0 n=0 irq=0 | data address <- 28
000451 | mem   | pc=0057 acc=2           z=0 n=0 irq=0 | mem[28] <- acc
000452 | fetch | pc=0058 acc=2           z=0 n=0 irq=0 | 0057: ld 27
000453 | addr  | pc=0058 acc=2           z=0 n=0 irq=0 | data address <- 27
000454 | mem   | pc=0058 acc=1           z=0 n=0 irq=0 | acc <- mem[27]
000455 | fetch | pc=0059 acc=1           z=0 n=0 irq=0 | 0058: div 1
000456 | mem   | pc=0059 acc=1           z=0 n=0 irq=0 | operand <- mem[1]
000457 | exec  | pc=0059 acc=1           z=0 n=0 irq=0 | div operands ready
000458 | alu   | pc=0059 acc=0           z=1 n=0 irq=0 | acc /= mem[1]
000459 | fetch | pc=0060 acc=0           z=1 n=0 irq=0 | 0059: st 27
000460 | addr  | pc=0060 acc=0           z=1 n=0 irq=0 | data address <- 27
000461 | mem   | pc=0060 acc=0           z=1 n=0 irq=0 | mem[27] <- acc
000462 | fetch | pc=0061 acc=0           z=1 n=0 irq=0 | 0060: jmp 46
000463 | exec  | pc=0046 acc=0           z=1 n=0 irq=0 | pc <- 46
000464 | fetch | pc=0047 acc=0           z=1 n=0 irq=0 | 0046: ld 27
000465 | addr  | pc=0047 acc=0           z=1 n=0 irq=0 | data address <- 27
000466 | mem   | pc=0047 acc=0           z=1 n=0 irq=0 | acc <- mem[27]
000467 | fetch | pc=0048 acc=0           z=1 n=0 irq=0 | 0047: jz 61
000468 | exec  | pc=0061 acc=0           z=1 n=0 irq=0 | jz taken
000469 | fetch | pc=0062 acc=0           z=1 n=0 irq=0 | 0061: ld 28
000470 | addr  | pc=0062 acc=0           z=1 n=0 irq=0 | data address <- 28
000471 | mem   | pc=0062 acc=2           z=0 n=0 irq=0 | acc <- mem[28]
000472 | fetch | pc=0063 acc=2           z=0 n=0 irq=0 | 0062: jz 72
000473 | exec  | pc=0063 acc=2           z=0 n=0 irq=0 | jz skip
000474 | fetch | pc=0064 acc=2           z=0 n=0 irq=0 | 0063: ld 29
000475 | addr  | pc=0064 acc=2           z=0 n=0 irq=0 | data address <- 29
000476 | mem   | pc=0064 acc=32          z=0 n=0 irq=0 | acc <- mem[29]
000477 | fetch | pc=0065 acc=32          z=0 n=0 irq=0 | 0064: sub 0
000478 | mem   | pc=0065 acc=32          z=0 n=0 irq=0 | operand <- mem[0]
000479 | exec  | pc=0065 acc=31          z=0 n=0 irq=0 | acc -= mem[0]
000480 | fetch | pc=0066 acc=31          z=0 n=0 irq=0 | 0065: st 29
000481 | addr  | pc=0066 acc=31          z=0 n=0 irq=0 | data address <- 29
000482 | mem   | pc=0066 acc=31          z=0 n=0 irq=0 | mem[29] <- acc
000483 | fetch | pc=0067 acc=31          z=0 n=0 irq=0 | 0066: ldx 29
000484 | addr  | pc=0067 acc=31          z=0 n=0 irq=0 | ptr address <- 29
000485 | mem   | pc=0067 acc=31          z=0 n=0 irq=0 | address <- mem[29]
000486 | mem   | pc=0067 acc=49          z=0 n=0 irq=0 | acc <- mem[31]
000487 | fetch | pc=0068 acc=49          z=0 n=0 irq=0 | 0067: st 65281
000488 | addr  | pc=0068 acc=49          z=0 n=0 irq=0 | data address <- 65281
000489 | mem   | pc=0068 acc=49          z=0 n=0 irq=0 | mem[65281] <- acc
000490 | fetch | pc=0069 acc=49          z=0 n=0 irq=0 | 0068: ld 28
000491 | addr  | pc=0069 acc=49          z=0 n=0 irq=0 | data address <- 28
000492 | mem   | pc=0069 acc=2           z=0 n=0 irq=0 | acc <- mem[28]
000493 | fetch | pc=0070 acc=2           z=0 n=0 irq=0 | 0069: sub 0
000494 | mem   | pc=0070 acc=2           z=0 n=0 irq=0 | operand <- mem[0]
000495 | exec  | pc=0070 acc=1           z=0 n=0 irq=0 | acc -= mem[0]
000496 | fetch | pc=0071 acc=1           z=0 n=0 irq=0 | 0070: st 28
000497 | addr  | pc=0071 acc=1           z=0 n=0 irq=0 | data address <- 28
000498 | mem   | pc=0071 acc=1           z=0 n=0 irq=0 | mem[28] <- acc
000499 | fetch | pc=0072 acc=1           z=0 n=0 irq=0 | 0071: jmp 61
000500 | exec  | pc=0061 acc=1           z=0 n=0 irq=0 | pc <- 61
000501 | fetch | pc=0062 acc=1           z=0 n=0 irq=0 | 0061: ld 28
000502 | addr  | pc=0062 acc=1           z=0 n=0 irq=0 | data address <- 28
000503 | mem   | pc=0062 acc=1           z=0 n=0 irq=0 | acc <- mem[28]
000504 | fetch | pc=0063 acc=1           z=0 n=0 irq=0 | 0062: jz 72
000505 | exec  | pc=0063 acc=1           z=0 n=0 irq=0 | jz skip
000506 | fetch | pc=0064 acc=1           z=0 n=0 irq=0 | 0063: ld 29
000507 | addr  | pc=0064 acc=1           z=0 n=0 irq=0 | data address <- 29
000508 | mem   | pc=0064 acc=31          z=0 n=0 irq=0 | acc <- mem[29]
000509 | fetch | pc=0065 acc=31          z=0 n=0 irq=0 | 0064: sub 0
000510 | mem   | pc=0065 acc=31          z=0 n=0 irq=0 | operand <- mem[0]
000511 | exec  | pc=0065 acc=30          z=0 n=0 irq=0 | acc -= mem[0]
000512 | fetch | pc=0066 acc=30          z=0 n=0 irq=0 | 0065: st 29
000513 | addr  | pc=0066 acc=30          z=0 n=0 irq=0 | data address <- 29
000514 | mem   | pc=0066 acc=30          z=0 n=0 irq=0 | mem[29] <- acc
000515 | fetch | pc=0067 acc=30          z=0 n=0 irq=0 | 0066: ldx 29
000516 | addr  | pc=0067 acc=30          z=0 n=0 irq=0 | ptr address <- 29
000517 | mem   | pc=0067 acc=30          z=0 n=0 irq=0 | address <- mem[29]
000518 | mem   | pc=0067 acc=48          z=0 n=0 irq=0 | acc <- mem[30]
000519 | fetch | pc=0068 acc=48          z=0 n=0 irq=0 | 0067: st 65281
000520 | addr  | pc=0068 acc=48          z=0 n=0 irq=0 | data address <- 65281
000521 | mem   | pc=0068 acc=48          z=0 n=0 irq=0 | mem[65281] <- acc
000522 | fetch | pc=0069 acc=48          z=0 n=0 irq=0 | 0068: ld 28
000523 | addr  | pc=0069 acc=48          z=0 n=0 irq=0 | data address <- 28
000524 | mem   | pc=0069 acc=1           z=0 n=0 irq=0 | acc <- mem[28]
000525 | fetch | pc=0070 acc=1           z=0 n=0 irq=0 | 0069: sub 0
000526 | mem   | pc=0070 acc=1           z=0 n=0 irq=0 | operand <- mem[0]
000527 | exec  | pc=0070 acc=0           z=1 n=0 irq=0 | acc -= mem[0]
000528 | fetch | pc=0071 acc=0           z=1 n=0 irq=0 | 0070: st 28
000529 | addr  | pc=0071 acc=0           z=1 n=0 irq=0 | data address <- 28
000530 | mem   | pc=0071 acc=0           z=1 n=0 irq=0 | mem[28] <- acc
000531 | fetch | pc=0072 acc=0           z=1 n=0 irq=0 | 0071: jmp 61
000532 | exec  | pc=0061 acc=0           z=1 n=0 irq=0 | pc <- 61
000533 | fetch | pc=0062 acc=0           z=1 n=0 irq=0 | 0061: ld 28
000534 | addr  | pc=0062 acc=0           z=1 n=0 irq=0 | data address <- 28
000535 | mem   | pc=0062 acc=0           z=1 n=0 irq=0 | acc <- mem[28]
000536 | fetch | pc=0063 acc=0           z=1 n=0 irq=0 | 0062: jz 72
000537 | exec  | pc=0072 acc=0           z=1 n=0 irq=0 | jz taken
000538 | fetch | pc=0073 acc=0           z=1 n=0 irq=0 | 0072: ret 0
000539 | exec  | pc=0022 acc=0           z=1 n=0 irq=0 | ret
000540 | fetch | pc=0023 acc=0           z=1 n=0 irq=0 | 0022: ld 25
000541 | addr  | pc=0023 acc=0           z=1 n=0 irq=0 | data address <- 25
000542 | mem   | pc=0023 acc=19          z=0 n=0 irq=0 | acc <- mem[25]
000543 | fetch | pc=0024 acc=19          z=0 n=0 irq=0 | 0023: add 0
000544 | mem   | pc=0024 acc=19          z=0 n=0 irq=0 | operand <- mem[0]
000545 | exec  | pc=0024 acc=20          z=0 n=0 irq=0 | acc += mem[0]
000546 | fetch | pc=0025 acc=20          z=0 n=0 irq=0 | 0024: st 25
000547 | addr  | pc=0025 acc=20          z=0 n=0 irq=0 | data address <- 25
000548 | mem   | pc=0025 acc=20          z=0 n=0 irq=0 | mem[25] <- acc
000549 | fetch | pc=0026 acc=20          z=0 n=0 irq=0 | 0025: ld 26
000550 | addr  | pc=0026 acc=20          z=0 n=0 irq=0 | data address <- 26
000551 | mem   | pc=0026 acc=2           z=0 n=0 irq=0 | acc <- mem[26]
000552 | fetch | pc=0027 acc=2           z=0 n=0 irq=0 | 0026: sub 0
000553 | mem   | pc=0027 acc=2           z=0 n=0 irq=0 | operand <- mem[0]
000554 | exec  | pc=0027 acc=1           z=0 n=0 irq=0 | acc -= mem[0]
000555 | fetch | pc=0028 acc=1           z=0 n=0 irq=0 | 0027: st 26
000556 | addr  | pc=0028 acc=1           z=0 n=0 irq=0 | data address <- 26
000557 | mem   | pc=0028 acc=1           z=0 n=0 irq=0 | mem[26] <- acc
000558 | fetch | pc=0029 acc=1           z=0 n=0 irq=0 | 0028: jz 32
000559 | exec  | pc=0029 acc=1           z=0 n=0 irq=0 | jz skip
000560 | fetch | pc=0030 acc=1           z=0 n=0 irq=0 | 0029: ld 3
000561 | addr  | pc=0030 acc=1           z=0 n=0 irq=0 | data address <- 3
000562 | mem   | pc=0030 acc=32          z=0 n=0 irq=0 | acc <- mem[3]
000563 | fetch | pc=0031 acc=32          z=0 n=0 irq=0 | 0030: st 65281
000564 | addr  | pc=0031 acc=32          z=0 n=0 irq=0 | data address <- 65281
000565 | mem   | pc=0031 acc=32          z=0 n=0 irq=0 | mem[65281] <- acc
000566 | fetch | pc=0032 acc=32          z=0 n=0 irq=0 | 0031: jmp 18
000567 | exec  | pc=0018 acc=32          z=0 n=0 irq=0 | pc <- 18
000568 | fetch | pc=0019 acc=32          z=0 n=0 irq=0 | 0018: ld 26
000569 | addr  | pc=0019 acc=32          z=0 n=0 irq=0 | data address <- 26
000570 | mem   | pc=0019 acc=1           z=0 n=0 irq=0 | acc <- mem[26]
000571 | fetch | pc=0020 acc=1           z=0 n=0 irq=0 | 0019: jz 35
000572 | exec  | pc=0020 acc=1           z=0 n=0 irq=0 | jz skip
000573 | fetch | pc=0021 acc=1           z=0 n=0 irq=0 | 0020: ldx 25
000574 | addr  | pc=0021 acc=1           z=0 n=0 irq=0 | ptr address <- 25
000575 | mem   | pc=0021 acc=1           z=0 n=0 irq=0 | address <- mem[25]
000576 | mem   | pc=0021 acc=12          z=0 n=0 irq=0 | acc <- mem[20]
000577 | fetch | pc=0022 acc=12          z=0 n=0 irq=0 | 0021: call 36
000578 | exec  | pc=0036 acc=12          z=0 n=0 irq=0 | call 36
000579 | fetch | pc=0037 acc=12          z=0 n=0 irq=0 | 0036: st 27
000580 | addr  | pc=0037 acc=12          z=0 n=0 irq=0 | data address <- 27
000581 | mem   | pc=0037 acc=12          z=0 n=0 irq=0 | mem[27] <- acc
000582 | fetch | pc=0038 acc=12          z=0 n=0 irq=0 | 0037: ldi 0
000583 | exec  | pc=0038 acc=0           z=1 n=0 irq=0 | acc <- 0
000584 | fetch | pc=0039 acc=0           z=1 n=0 irq=0 | 0038: st 28
000585 | addr  | pc=0039 acc=0           z=1 n=0 irq=0 | data address <- 28
000586 | mem   | pc=0039 acc=0           z=1 n=0 irq=0 | mem[28] <- acc
000587 | fetch | pc=0040 acc=0           z=1 n=0 irq=0 | 0039: lea 30
000588 | exec  | pc=0040 acc=30          z=0 n=0 irq=0 | acc <- address 30
000589 | fetch | pc=0041 acc=30          z=0 n=0 irq=0 | 0040: st 29
000590 | addr  | pc=0041 acc=30          z=0 n=0 irq=0 | data address <- 29
000591 | mem   | pc=0041 acc=30          z=0 n=0 irq=0 | mem[29] <- acc
000592 | fetch | pc=0042 acc=30          z=0 n=0 irq=0 | 0041: ld 27
000593 | addr  | pc=0042 acc=30          z=0 n=0 irq=0 | data address <- 27
000594 | mem   | pc=0042 acc=12          z=0 n=0 irq=0 | acc <- mem[27]
000595 | fetch | pc=0043 acc=12          z=0 n=0 irq=0 | 0042: jnz 46
000596 | exec  | pc=0046 acc=12          z=0 n=0 irq=0 | jnz taken
000597 | fetch | pc=0047 acc=12          z=0 n=0 irq=0 | 0046: ld 27
000598 | addr  | pc=0047 acc=12          z=0 n=0 irq=0 | data address <- 27
000599 | mem   | pc=0047 acc=12          z=0 n=0 irq=0 | acc <- mem[27]
000600 | fetch | pc=0048 acc=12          z=0 n=0 irq=0 | 0047: jz 61
000601 | exec  | pc=0048 acc=12          z=0 n=0 irq=0 | jz skip
000602 | fetch | pc=0049 acc=12          z=0 n=0 irq=0 | 0048: mod 1
000603 | mem   | pc=0049 acc=12          z=0 n=0 irq=0 | operand <- mem[1]
000604 | exec  | pc=0049 acc=12          z=0 n=0 irq=0 | mod operands ready
000605 | alu   | pc=0049 acc=2           z=0 n=0 irq=0 | acc %= mem[1]
000606 | fetch | pc=0050 acc=2           z=0 n=0 irq=0 | 0049: add 4
000607 | mem   | pc=0050 acc=2           z=0 n=0 irq=0 | operand <- mem[4]
000608 | exec  | pc=0050 acc=50          z=0 n=0 irq=0 | acc += mem[4]
000609 | fetch | pc=0051 acc=50          z=0 n=0 irq=0 | 0050: stx 29
000610 | addr  | pc=0051 acc=50          z=0 n=0 irq=0 | ptr address <- 29
000611 | mem   | pc=0051 acc=50          z=0 n=0 irq=0 | address <- mem[29]
000612 | mem   | pc=0051 acc=50          z=0 n=0 irq=0 | mem[30] <- acc
000613 | fetch | pc=0052 acc=50          z=0 n=0 irq=0 | 0051: ld 29
000614 | addr  | pc=0052 acc=50          z=0 n=0 irq=0 | data address <- 29
000615 | mem   | pc=0052 acc=30          z=0 n=0 irq=0 | acc <- mem[29]
000616 | fetch | pc=0053 acc=30          z=0 n=0 irq=0 | 0052: add 0
000617 | mem   | pc=0053 acc=30          z=0 n=0 irq=0 | operand <- mem[0]
000618 | exec  | pc=0053 acc=31          z=0 n=0 irq=0 | acc += mem[0]
000619 | fetch | pc=0054 acc=31          z=0 n=0 irq=0 | 0053: st 29
000620 | addr  | pc=0054 acc=31          z=0 n=0 irq=0 | data address <- 29
000621 | mem   | pc=0054 acc=31          z=0 n=0 irq=0 | mem[29] <- acc
000622 | fetch | pc=0055 acc=31          z=0 n=0 irq=0 | 0054: ld 28
000623 | addr  | pc=0055 acc=31          z=0 n=0 irq=0 | data address <- 28
000624 | mem   | pc=0055 acc=0           z=1 n=0 irq=0 | acc <- mem[28]
000625 | fetch | pc=0056 acc=0           z=1 n=0 irq=0 | 0055: add 0
000626 | mem   | pc=0056 acc=0           z=1 n=0 irq=0 | operand <- mem[0]
000627 | exec  | pc=0056 acc=1           z=0 n=0 irq=0 | acc += mem[0]
000628 | fetch | pc=0057 acc=1           z=0 n=0 irq=0 | 0056: st 28
000629 | addr  | pc=0057 acc=1           z=0 n=0 irq=0 | data address <- 28
000630 | mem   | pc=0057 acc=1           z=0 n=0 irq=0 | mem[28] <- acc
000631 | fetch | pc=0058 acc=1           z=0 n=0 irq=0 | 0057: ld 27
000632 | addr  | pc=0058 acc=1           z=0 n=0 irq=0 | data address <- 27
000633 | mem   | pc=0058 acc=12          z=0 n=0 irq=0 | acc <- mem[27]
000634 | fetch | pc=0059 acc=12          z=0 n=0 irq=0 | 0058: div 1
000635 | mem   | pc=0059 acc=12          z=0 n=0 irq=0 | operand <- mem[1]
000636 | exec  | pc=0059 acc=12          z=0 n=0 irq=0 | div operands ready
000637 | alu   | pc=0059 acc=1           z=0 n=0 irq=0 | acc /= mem[1]
000638 | fetch | pc=0060 acc=1           z=0 n=0 irq=0 | 0059: st 27
000639 | addr  | pc=0060 acc=1           z=0 n=0 irq=0 | data address <- 27
000640 | mem   | pc=0060 acc=1           z=0 n=0 irq=0 | mem[27] <- acc
000641 | fetch | pc=0061 acc=1           z=0 n=0 irq=0 | 0060: jmp 46
000642 | exec  | pc=0046 acc=1           z=0 n=0 irq=0 | pc <- 46
000643 | fetch | pc=0047 acc=1           z=0 n=0 irq=0 | 0046: ld 27
000644 | addr  | pc=0047 acc=1           z=0 n=0 irq=0 | data address <- 27
000645 | mem   | pc=0047 acc=1           z=0 n=0 irq=0 | acc <- mem[27]
000646 | fetch | pc=0048 acc=1           z=0 n=0 irq=0 | 0047: jz 61
000647 | exec  | pc=0048 acc=1           z=0 n=0 irq=0 | jz skip
000648 | fetch | pc=0049 acc=1           z=0 n=0 irq=0 | 0048: mod 1
000649 | mem   | pc=0049 acc=1           z=0 n=0 irq=0 | operand <- mem[1]
000650 | exec  | pc=0049 acc=1           z=0 n=0 irq=0 | mod operands ready
000651 | alu   | pc=0049 acc=1           z=0 n=0 irq=0 | acc %= mem[1]
000652 | fetch | pc=0050 acc=1           z=0 n=0 irq=0 | 0049: add 4
000653 | mem   | pc=0050 acc=1           z=0 n=0 irq=0 | operand <- mem[4]
000654 | exec  | pc=0050 acc=49          z=0 n=0 irq=0 | acc += mem[4]
000655 | fetch | pc=0051 acc=49          z=0 n=0 irq=0 | 0050: stx 29
000656 | addr  | pc=0051 acc=49          z=0 n=0 irq=0 | ptr address <- 29
000657 | mem   | pc=0051 acc=49          z=0 n=0 irq=0 | address <- mem[29]
000658 | mem   | pc=0051 acc=49          z=0 n=0 irq=0 | mem[31] <- acc
000659 | fetch | pc=0052 acc=49          z=0 n=0 irq=0 | 0051: ld 29
000660 | addr  | pc=0052 acc=49          z=0 n=0 irq=0 | data address <- 29
000661 | mem   | pc=0052 acc=31          z=0 n=0 irq=0 | acc <- mem[29]
000662 | fetch | pc=0053 acc=31          z=0 n=0 irq=0 | 0052: add 0
000663 | mem   | pc=0053 acc=31          z=0 n=0 irq=0 | operand <- mem[0]
000664 | exec  | pc=0053 acc=32          z=0 n=0 irq=0 | acc += mem[0]
000665 | fetch | pc=0054 acc=32          z=0 n=0 irq=0 | 0053: st 29
000666 | addr  | pc=0054 acc=32          z=0 n=0 irq=0 | data address <- 29
000667 | mem   | pc=0054 acc=32          z=0 n=0 irq=0 | mem[29] <- acc
000668 | fetch | pc=0055 acc=32          z=0 n=0 irq=0 | 0054: ld 28
000669 | addr  | pc=0055 acc=32          z=0 n=0 irq=0 | data address <- 28
000670 | mem   | pc=0055 acc=1           z=0 n=0 irq=0 | acc <- mem[28]
